period,respondent,respondent-name,type,type-name,value,value-units
2019-09-10T11,CISO,California Independent System Operator,NG,Net generation,14172,megawatthours
2019-09-10T11,CISO,California Independent System Operator,TI,Total interchange,-6932,megawatthours
2019-09-10T12,CISO,California Independent System Operator,D,Demand,22818,megawatthours
2019-09-10T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22401,megawatthours
2019-09-10T12,CISO,California Independent System Operator,NG,Net generation,14578,megawatthours
2019-09-10T12,CISO,California Independent System Operator,TI,Total interchange,-7225,megawatthours
2019-09-10T13,CISO,California Independent System Operator,D,Demand,24064,megawatthours
2019-09-10T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23649,megawatthours
2019-09-10T13,CISO,California Independent System Operator,NG,Net generation,15089,megawatthours
2019-09-10T13,CISO,California Independent System Operator,TI,Total interchange,-7955,megawatthours
2019-09-10T14,CISO,California Independent System Operator,D,Demand,26188,megawatthours
2019-09-10T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25682,megawatthours
2019-09-10T14,CISO,California Independent System Operator,NG,Net generation,16213,megawatthours
2019-09-10T14,CISO,California Independent System Operator,TI,Total interchange,-9373,megawatthours
2019-09-10T15,CISO,California Independent System Operator,D,Demand,26994,megawatthours
2019-09-10T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26737,megawatthours
2019-09-10T15,CISO,California Independent System Operator,NG,Net generation,19430,megawatthours
2019-09-10T15,CISO,California Independent System Operator,TI,Total interchange,-8458,megawatthours
2019-09-10T16,CISO,California Independent System Operator,D,Demand,27099,megawatthours
2019-09-10T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27154,megawatthours
2019-09-10T16,CISO,California Independent System Operator,NG,Net generation,20215,megawatthours
2019-09-10T16,CISO,California Independent System Operator,TI,Total interchange,-6464,megawatthours
2019-09-10T17,CISO,California Independent System Operator,D,Demand,27426,megawatthours
2019-09-10T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27299,megawatthours
2019-09-10T17,CISO,California Independent System Operator,NG,Net generation,20752,megawatthours
2019-09-10T17,CISO,California Independent System Operator,TI,Total interchange,-6193,megawatthours
2019-09-10T18,CISO,California Independent System Operator,D,Demand,27497,megawatthours
2019-09-10T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27430,megawatthours
2019-09-10T18,CISO,California Independent System Operator,NG,Net generation,20913,megawatthours
2019-09-10T18,CISO,California Independent System Operator,TI,Total interchange,-6403,megawatthours
2019-09-10T19,CISO,California Independent System Operator,D,Demand,27221,megawatthours
2019-09-10T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27546,megawatthours
2019-09-10T19,CISO,California Independent System Operator,NG,Net generation,21332,megawatthours
2019-09-10T19,CISO,California Independent System Operator,TI,Total interchange,-5666,megawatthours
2019-09-10T20,CISO,California Independent System Operator,D,Demand,27082,megawatthours
2019-09-10T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27908,megawatthours
2019-09-10T20,CISO,California Independent System Operator,NG,Net generation,21762,megawatthours
2019-09-10T20,CISO,California Independent System Operator,TI,Total interchange,-5049,megawatthours
2019-09-10T21,CISO,California Independent System Operator,D,Demand,27703,megawatthours
2019-09-10T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28859,megawatthours
2019-09-10T21,CISO,California Independent System Operator,NG,Net generation,22184,megawatthours
2019-09-10T21,CISO,California Independent System Operator,TI,Total interchange,-5281,megawatthours
2019-09-10T22,CISO,California Independent System Operator,D,Demand,28531,megawatthours
2019-09-10T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29855,megawatthours
2019-09-10T22,CISO,California Independent System Operator,NG,Net generation,22689,megawatthours
2019-09-10T22,CISO,California Independent System Operator,TI,Total interchange,-5363,megawatthours
2019-09-10T23,CISO,California Independent System Operator,D,Demand,29690,megawatthours
2019-09-10T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30935,megawatthours
2019-09-10T23,CISO,California Independent System Operator,NG,Net generation,23420,megawatthours
2019-09-10T23,CISO,California Independent System Operator,TI,Total interchange,-6180,megawatthours
2019-09-11T00,CISO,California Independent System Operator,D,Demand,30449,megawatthours
2019-09-11T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31831,megawatthours
2019-09-11T00,CISO,California Independent System Operator,NG,Net generation,23134,megawatthours
2019-09-11T00,CISO,California Independent System Operator,TI,Total interchange,-6529,megawatthours
2019-09-11T01,CISO,California Independent System Operator,D,Demand,31166,megawatthours
2019-09-11T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32310,megawatthours
2019-09-11T01,CISO,California Independent System Operator,NG,Net generation,21635,megawatthours
2019-09-11T01,CISO,California Independent System Operator,TI,Total interchange,-7390,megawatthours
2019-09-11T02,CISO,California Independent System Operator,D,Demand,31182,megawatthours
2019-09-11T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32168,megawatthours
2019-09-11T02,CISO,California Independent System Operator,NG,Net generation,19896,megawatthours
2019-09-11T02,CISO,California Independent System Operator,TI,Total interchange,-9242,megawatthours
2019-09-11T03,CISO,California Independent System Operator,D,Demand,31848,megawatthours
2019-09-11T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32409,megawatthours
2019-09-11T03,CISO,California Independent System Operator,NG,Net generation,19453,megawatthours
2019-09-11T03,CISO,California Independent System Operator,TI,Total interchange,-10703,megawatthours
2019-09-11T04,CISO,California Independent System Operator,D,Demand,31366,megawatthours
2019-09-11T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31846,megawatthours
2019-09-11T04,CISO,California Independent System Operator,NG,Net generation,18510,megawatthours
2019-09-11T04,CISO,California Independent System Operator,TI,Total interchange,-10607,megawatthours
2019-09-11T05,CISO,California Independent System Operator,D,Demand,29709,megawatthours
2019-09-11T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30205,megawatthours
2019-09-11T05,CISO,California Independent System Operator,NG,Net generation,17413,megawatthours
2019-09-11T05,CISO,California Independent System Operator,TI,Total interchange,-10092,megawatthours
2019-09-11T06,CISO,California Independent System Operator,D,Demand,27379,megawatthours
2019-09-11T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27790,megawatthours
2019-09-11T06,CISO,California Independent System Operator,NG,Net generation,16713,megawatthours
2019-09-11T06,CISO,California Independent System Operator,TI,Total interchange,-8824,megawatthours
2019-09-11T07,CISO,California Independent System Operator,D,Demand,25271,megawatthours
2019-09-11T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25656,megawatthours
2019-09-11T07,CISO,California Independent System Operator,NG,Net generation,15273,megawatthours
2019-09-11T07,CISO,California Independent System Operator,TI,Total interchange,-7927,megawatthours
2019-09-11T08,CISO,California Independent System Operator,D,Demand,23788,megawatthours
2019-09-11T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24246,megawatthours
2019-09-11T08,CISO,California Independent System Operator,NG,Net generation,14704,megawatthours
2019-09-11T08,CISO,California Independent System Operator,TI,Total interchange,-7455,megawatthours
2019-09-11T09,CISO,California Independent System Operator,D,Demand,22872,megawatthours
2019-09-11T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23244,megawatthours
2019-09-11T09,CISO,California Independent System Operator,NG,Net generation,14319,megawatthours
2019-09-11T09,CISO,California Independent System Operator,TI,Total interchange,-7039,megawatthours
2019-09-11T10,CISO,California Independent System Operator,D,Demand,22167,megawatthours
2019-09-11T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22473,megawatthours
2019-09-11T10,CISO,California Independent System Operator,NG,Net generation,13717,megawatthours
2019-09-11T10,CISO,California Independent System Operator,TI,Total interchange,-6962,megawatthours
2019-09-11T11,CISO,California Independent System Operator,D,Demand,21823,megawatthours
2019-09-11T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22096,megawatthours
2019-09-11T11,CISO,California Independent System Operator,NG,Net generation,13642,megawatthours
2019-09-11T11,CISO,California Independent System Operator,TI,Total interchange,-6897,megawatthours
2019-09-11T12,CISO,California Independent System Operator,D,Demand,22135,megawatthours
2019-09-11T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22433,megawatthours
2019-09-11T12,CISO,California Independent System Operator,NG,Net generation,14173,megawatthours
2019-09-11T12,CISO,California Independent System Operator,TI,Total interchange,-7142,megawatthours
2019-09-11T13,CISO,California Independent System Operator,D,Demand,23399,megawatthours
2019-09-11T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23725,megawatthours
2019-09-11T13,CISO,California Independent System Operator,NG,Net generation,14427,megawatthours
2019-09-11T13,CISO,California Independent System Operator,TI,Total interchange,-7692,megawatthours
2019-09-11T14,CISO,California Independent System Operator,D,Demand,25411,megawatthours
2019-09-11T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25841,megawatthours
2019-09-11T14,CISO,California Independent System Operator,NG,Net generation,15754,megawatthours
2019-09-11T14,CISO,California Independent System Operator,TI,Total interchange,-9525,megawatthours
2019-09-11T15,CISO,California Independent System Operator,D,Demand,26349,megawatthours
2019-09-11T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26704,megawatthours
2019-09-11T15,CISO,California Independent System Operator,NG,Net generation,18232,megawatthours
2019-09-11T15,CISO,California Independent System Operator,TI,Total interchange,-8311,megawatthours
2019-09-11T16,CISO,California Independent System Operator,D,Demand,26889,megawatthours
2019-09-11T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27189,megawatthours
2019-09-11T16,CISO,California Independent System Operator,NG,Net generation,19558,megawatthours
2019-09-11T16,CISO,California Independent System Operator,TI,Total interchange,-7027,megawatthours
2019-09-11T17,CISO,California Independent System Operator,D,Demand,26816,megawatthours
2019-09-11T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27277,megawatthours
2019-09-11T17,CISO,California Independent System Operator,NG,Net generation,19812,megawatthours
